date,total,O,A,B,AB
2022-12-12,30662,6586,9724,10636,3716
2022-12-13,29576,6236,9317,10412,3611
2022-12-14,28263,5924,8928,9942,3469
2022-12-15,27458,5709,8649,9633,3467
2022-12-16,27998,5784,8793,9838,3583
2022-12-17,30177,6270,9579,10440,3888
2022-12-18,30920,6491,9839,10635,3955
2022-12-19,30027,6195,9483,10473,3876
2022-12-20,29681,6131,9277,10386,3887
2022-12-21,28965,5846,9105,10208,3806
2022-12-22,28957,5873,9112,10136,3836
2022-12-23,29607,6127,9400,10254,3826
2022-12-24,32452,7029,10338,10972,4113
2022-12-25,32240,6907,10268,10927,4138
2022-12-26,32473,6832,10386,11000,4255
2022-12-27,33086,6885,10538,11253,4410
2022-12-28,34006,7022,10717,11736,4531
2022-12-29,34585,7319,10790,11902,4574
2022-12-30,35200,7439,11054,12182,4525
2022-12-31,39220,8601,12494,13183,4942
2023-01-01,37170,8030,11781,12642,4717
2023-01-02,35386,7636,11196,12022,4532
2023-01-03,33230,7057,10401,11459,4313
2023-01-04,31881,6706,9977,11081,4117
2023-01-05,29688,6085,9195,10503,3905
2023-01-06,28001,5484,8608,10145,3764
2023-01-07,28894,5774,8831,10404,3885
2023-01-08,29062,5921,8883,10421,3837
2023-01-09,26740,5124,7989,9948,3679
2023-01-10,24616,4401,7258,9493,3464
2023-01-11,23299,4106,6632,9170,3391
2023-01-12,22115,3870,6258,8725,3262
2023-01-13,22045,3936,6327,8583,3199
2023-01-14,23622,4408,7036,8846,3332
2023-01-15,23445,4341,6958,8810,3336
2023-01-16,22530,4119,6603,8641,3167
2023-01-17,22049,3934,6518,8521,3076
2023-01-18,21446,3830,6356,8259,3001
2023-01-19,21790,3901,6453,8386,3050
2023-01-20,22483,4108,6769,8605,3001
2023-01-21,21920,3901,6592,8472,2955
2023-01-22,20219,3381,6052,8032,2754
2023-01-23,19283,3152,5705,7835,2591
2023-01-24,19626,3223,5925,7850,2628
2023-01-25,19287,3324,5709,7710,2544
2023-01-26,19658,3632,5829,7516,2681
2023-01-27,21047,4107,6197,7861,2882
2023-01-28,23931,4753,7269,8732,3177
2023-01-29,25411,5091,7865,9098,3357
2023-01-30,25046,5012,7732,9122,3180
2023-01-31,24331,4749,7671,8830,3081
2023-02-01,23579,4560,7337,8654,3028
2023-02-02,22603,4197,6935,8471,3000
2023-02-03,22441,4195,6866,8418,2962
2023-02-04,23979,4755,7397,8662,3165
2023-02-05,24731,4855,7680,8902,3294
2023-02-06,23635,4617,7226,8611,3181
2023-02-07,22686,4425,6861,8295,3105
2023-02-08,21767,4385,6674,7793,2915
2023-02-09,21288,4108,6453,7833,2894
2023-02-10,21743,4245,6694,7917,2887
2023-02-11,24409,4992,7613,8618,3186
2023-02-12,25425,5167,7934,9006,3318
2023-02-13,23862,4721,7340,8621,3180
2023-02-14,22501,4466,6744,8260,3031
2023-02-15,22158,4240,6636,8279,3003
2023-02-16,21581,3987,6488,8169,2937
2023-02-17,22015,4227,6577,8206,3005
2023-02-18,24666,4979,7484,8973,3230
2023-02-19,25184,5092,7696,9152,3244
2023-02-20,24278,4808,7274,9084,3112
2023-02-21,23003,4352,6984,8668,2999
2023-02-22,22149,4081,6764,8459,2845
2023-02-23,21495,3858,6646,8258,2733
2023-02-24,22009,3972,6942,8395,2700
2023-02-25,23938,4353,7764,8827,2994
2023-02-26,24377,4347,7924,9001,3105
2023-02-27,22886,4124,7367,8418,2977
2023-02-28,22565,3914,7300,8369,2982
2023-03-01,22321,3728,7278,8348,2967
2023-03-02,21362,3561,6795,8150,2856
2023-03-03,21681,3794,6739,8278,2870
2023-03-04,23308,4147,7379,8761,3021
2023-03-05,24097,4368,7686,8974,3069
2023-03-06,22348,3910,7099,8515,2824
2023-03-07,21320,3684,6637,8314,2685
2023-03-08,20902,3649,6570,8121,2562
2023-03-09,19601,3258,6220,7693,2430
2023-03-10,20174,3532,6521,7680,2441
2023-03-11,22250,3996,7283,8355,2616
2023-03-12,22528,3952,7377,8539,2660
2023-03-13,21284,3717,6932,8231,2404
2023-03-14,21003,3747,6737,8106,2413
2023-03-15,20604,3728,6506,8042,2328
2023-03-16,19868,3603,6065,7857,2343
2023-03-17,20762,3886,6494,8010,2372
2023-03-18,23635,4547,7632,8786,2670
2023-03-19,23582,4441,7629,8867,2645
2023-03-20,22893,4319,7455,8631,2488
2023-03-21,22063,3988,7176,8550,2349
2023-03-22,21364,3792,6931,8438,2203
2023-03-23,20412,3655,6558,8197,2002
2023-03-24,21627,4067,7056,8372,2132
2023-03-25,23610,4591,7771,8973,2275
2023-03-26,24582,4751,8157,9345,2329
2023-03-27,23613,4401,7793,9204,2215
2023-03-28,23496,4174,7850,9277,2195
2023-03-29,22934,4099,7527,9152,2156
2023-03-30,22567,3938,7521,8971,2137
2023-03-31,22801,4039,7584,9042,2136
2023-04-01,24132,4305,8138,9399,2290
2023-04-02,24463,4354,8230,9543,2336
2023-04-03,23015,4129,7613,9059,2214
2023-04-04,20766,3597,6755,8546,1868
2023-04-05,19372,3344,6101,8179,1748
2023-04-06,18651,3232,5877,7916,1626
2023-04-07,19701,3537,6233,8224,1707
2023-04-08,20872,3717,6716,8647,1792
2023-04-09,21448,3884,6969,8751,1844
2023-04-10,20328,3548,6653,8424,1703
2023-04-11,18566,3138,5927,7997,1504
2023-04-12,18106,3043,5871,7784,1408
2023-04-13,17954,3056,5632,7828,1438
2023-04-14,18582,3238,5822,7989,1533
2023-04-15,20738,3764,6578,8638,1758
2023-04-16,21156,3850,6793,8691,1822
2023-04-17,19498,3379,6196,8271,1652
2023-04-18,17933,2858,5802,7823,1450
2023-04-19,17443,2908,5482,7618,1435
2023-04-20,18137,3615,5529,7577,1416
2023-04-21,19330,4405,5697,7700,1528
2023-04-22,21683,5294,6429,8316,1644
2023-04-23,22548,5638,6692,8545,1673
2023-04-24,21810,5489,6511,8261,1549
2023-04-25,21100,5242,6314,8085,1459
2023-04-26,20992,5127,6386,8074,1405
2023-04-27,20645,4935,6360,7935,1415
2023-04-28,21596,5206,6828,8095,1467
2023-04-29,23335,5751,7391,8629,1564
2023-04-30,24454,6093,7824,8872,1665
2023-05-01,24309,5956,7777,8923,1653
2023-05-02,23991,5845,7616,8800,1730
2023-05-03,23992,5844,7663,8804,1681
2023-05-04,22076,5075,7077,8321,1603
2023-05-05,21275,4834,6810,8105,1526
2023-05-06,21927,4962,7156,8202,1607
2023-05-07,22289,5090,7223,8331,1645
2023-05-08,22089,5136,7228,8143,1582
2023-05-09,21725,4976,7074,8112,1563
2023-05-10,21452,4876,6925,8120,1531
2023-05-11,21499,4874,6904,8089,1632
2023-05-12,22706,5236,7207,8417,1846
2023-05-13,25498,5957,8217,9262,2062
2023-05-14,26104,6122,8395,9458,2129
2023-05-15,25327,5962,8045,9275,2045
2023-05-16,24796,5866,7836,9148,1946
2023-05-17,24473,5772,7748,8996,1957
2023-05-18,23793,5463,7629,8851,1850
2023-05-19,24946,5610,8054,9275,2007
2023-05-20,27077,6177,8858,9838,2204
2023-05-21,27495,6350,8920,9898,2327
2023-05-22,27054,6155,8716,9964,2219
2023-05-23,27309,6274,8813,10035,2187
2023-05-24,27001,6159,8730,9885,2227
2023-05-25,27551,6235,8945,10076,2295
2023-05-26,28337,6284,9334,10276,2443
2023-05-27,29371,6614,9761,10535,2461
2023-05-28,30559,6914,10149,10901,2595
2023-05-29,29929,6737,9925,10721,2546
2023-05-30,30002,6722,10045,10670,2565
2023-05-31,30444,6752,10141,10928,2623
2023-06-01,30500,6689,10140,11052,2619
2023-06-02,31648,7038,10449,11411,2750
2023-06-03,33211,7357,11114,11793,2947
2023-06-04,34068,7444,11458,12099,3067
2023-06-05,34523,7363,11649,12362,3149
2023-06-06,35742,7747,12102,12585,3308
2023-06-07,34444,7310,11743,12258,3133
2023-06-08,33235,6949,11315,11939,3032
2023-06-09,33275,6894,11308,11971,3102
2023-06-10,34221,7198,11545,12261,3217
2023-06-11,34392,7263,11622,12257,3250
2023-06-12,33314,6985,11131,12051,3147
2023-06-13,33316,6969,11147,12049,3151
2023-06-14,34844,7309,11650,12530,3355
2023-06-15,35056,7262,11886,12603,3305
2023-06-16,35391,7472,11942,12639,3338
2023-06-17,36668,7748,12461,12983,3476
2023-06-18,37264,7999,12664,13077,3524
2023-06-19,36282,7742,12286,12791,3463
2023-06-20,34249,7122,11631,12256,3240
2023-06-21,33804,6821,11657,12140,3186
2023-06-22,32750,6502,11217,11894,3137
2023-06-23,32865,6554,11274,11887,3150
2023-06-24,34696,6985,11961,12396,3354
2023-06-25,36026,7347,12401,12728,3550
2023-06-26,34699,6930,12018,12347,3404
2023-06-27,34287,6808,11857,12269,3353
2023-06-28,34221,6713,11771,12340,3397
2023-06-29,31706,6225,10819,11602,3060
2023-06-30,32499,6449,10850,12049,3151
2023-07-01,34329,7104,11432,12499,3294
2023-07-02,35240,7458,11669,12695,3418
2023-07-03,34693,7235,11363,12647,3448
2023-07-04,33214,6814,10841,12253,3306
2023-07-05,33508,6993,10852,12305,3358
2023-07-06,33600,6917,10973,12343,3367
2023-07-07,33718,6943,10982,12467,3326
2023-07-08,35185,7466,11404,12839,3476
2023-07-09,35885,7760,11564,13003,3558
2023-07-10,35366,7615,11329,12967,3455
2023-07-11,33702,7141,10675,12631,3255
2023-07-12,33932,7094,10725,12824,3289
2023-07-13,33904,6913,10894,12860,3237
2023-07-14,33936,6887,10940,12844,3265
2023-07-15,35186,7232,11420,13132,3402
2023-07-16,35691,7321,11660,13294,3416
2023-07-17,35859,7385,11709,13359,3406
2023-07-18,35088,7092,11423,13246,3327
2023-07-19,34765,7044,11152,13196,3373
2023-07-20,34673,7072,10958,13227,3416
2023-07-21,36243,7429,11368,13768,3678
2023-07-22,39536,8355,12494,14625,4062
2023-07-23,40426,8657,12848,14748,4173
2023-07-24,40540,8661,12883,14901,4095
2023-07-25,40598,8632,12848,15047,4071
2023-07-26,40811,8762,12915,15050,4084
2023-07-27,40851,8633,12921,15146,4151
2023-07-28,41502,8807,13070,15356,4269
2023-07-29,43532,9415,13720,15911,4486
2023-07-30,44023,9528,13824,16102,4569
2023-07-31,43798,9278,13749,16016,4755
2023-08-01,43213,9179,13566,15840,4628
2023-08-02,42617,8989,13491,15571,4566
2023-08-03,42013,8789,13147,15584,4493
2023-08-04,41554,8399,13067,15651,4437
2023-08-05,42914,8836,13444,16078,4556
2023-08-06,43241,8882,13579,16177,4603
2023-08-07,41449,8176,13100,15727,4446
2023-08-08,40184,7816,12678,15436,4254
2023-08-09,38196,7160,12017,14991,4028
2023-08-10,35961,6402,11291,14455,3813
2023-08-11,36333,6430,11291,14701,3911
2023-08-12,39132,7295,12219,15443,4175
2023-08-13,40015,7596,12474,15747,4198
2023-08-14,40043,7671,12435,15755,4182
2023-08-15,40784,7966,12605,15959,4254
2023-08-16,40169,7731,12462,15883,4093
2023-08-17,40125,7722,12221,16045,4137
2023-08-18,40920,8012,12398,16335,4175
2023-08-19,42660,8470,12956,16757,4477
2023-08-20,43969,8878,13406,17078,4607
2023-08-21,42795,8510,12930,16877,4478
2023-08-22,41850,8268,12690,16551,4341
2023-08-23,41099,8084,12360,16382,4273
2023-08-24,40759,7816,12368,16389,4186
2023-08-25,40706,7791,12528,16245,4142
2023-08-26,43614,8684,13504,16967,4459
2023-08-27,44994,8970,14077,17390,4557
2023-08-28,44082,8704,13797,17183,4398
2023-08-29,43120,8212,13516,17057,4335
2023-08-30,43698,8412,13752,17214,4320
2023-08-31,44355,8600,13819,17465,4471
2023-09-01,45312,8835,14194,17618,4665
2023-09-02,47755,9556,15035,18271,4893
2023-09-03,48225,9719,15271,18384,4851
2023-09-04,46578,9267,14556,18120,4635
2023-09-05,45207,8798,14178,17786,4445
2023-09-06,44402,8546,13826,17648,4382
2023-09-07,43172,8354,13230,17414,4174
2023-09-08,43132,8336,13209,17422,4165
2023-09-09,44568,8825,13714,17702,4327
2023-09-10,45178,9066,13969,17770,4373
2023-09-11,43461,8435,13292,17519,4215
2023-09-12,42078,7945,12868,17202,4063
2023-09-13,41004,7449,12572,16972,4011
2023-09-14,39930,7113,12229,16650,3938
2023-09-15,40045,7080,12227,16784,3954
2023-09-16,42389,7770,13057,17381,4181
2023-09-17,43241,8079,13451,17467,4244
2023-09-18,41792,7603,12862,17232,4095
2023-09-19,40907,7232,12531,17085,4059
2023-09-20,39128,6672,12023,16632,3801
2023-09-21,37912,6395,11466,16347,3704
2023-09-22,38817,6558,11700,16778,3781
2023-09-23,40704,7180,12331,17153,4040
2023-09-24,41569,7328,12679,17384,4178
2023-09-25,41075,7019,12483,17400,4173
2023-09-26,41217,6922,12494,17581,4220
2023-09-27,42545,7322,12893,17949,4381
2023-09-28,40957,6761,12336,17592,4268
2023-09-29,38726,6081,11656,16929,4060
2023-09-30,38418,6056,11504,16812,4046
2023-10-01,38999,6191,11765,16956,4087
2023-10-02,36791,5450,11135,16350,3856
2023-10-03,36799,5431,11227,16334,3807
2023-10-04,35061,4846,10726,15805,3684
2023-10-05,33963,4594,10346,15356,3667
2023-10-06,33169,4379,10086,15059,3645
2023-10-07,33937,4767,10403,15160,3607
2023-10-08,33907,4946,10315,15083,3563
2023-10-09,32502,4499,9878,14702,3423
2023-10-10,30242,3987,8906,14129,3220
2023-10-11,27954,3542,8045,13427,2940
2023-10-12,25573,2941,7099,12894,2639
2023-10-13,26044,3411,7136,12801,2696
2023-10-14,27456,4031,7433,13173,2819
2023-10-15,27706,4200,7558,13135,2813
2023-10-16,26183,3838,7048,12601,2696
2023-10-17,26138,4017,7151,12265,2705
2023-10-18,26618,4323,7429,12115,2751
2023-10-19,26818,4338,7663,12010,2807
2023-10-20,28203,5142,7933,12225,2903
2023-10-21,29184,5470,8214,12590,2910
2023-10-22,29615,5657,8182,12823,2953
2023-10-23,28975,5491,7962,12662,2860
2023-10-24,28773,5442,7895,12599,2837
2023-10-25,28865,5454,7970,12540,2901
2023-10-26,28916,5634,8042,12341,2899
2023-10-27,25787,4776,6844,11572,2595
2023-10-28,27412,5270,7500,11883,2759
2023-10-29,28761,5677,7978,12181,2925
2023-10-30,28872,5807,8109,12023,2933
2023-10-31,29189,5815,8257,12190,2927
2023-11-01,28103,5554,7842,11998,2709
2023-11-02,27193,5278,7459,11832,2624
2023-11-03,27282,5354,7450,11742,2736
2023-11-04,28890,5842,7957,12155,2936
2023-11-05,29783,6143,8197,12423,3020
2023-11-06,28573,5800,7648,12117,3008
2023-11-07,27716,5548,7330,11831,3007
2023-11-08,26513,5130,6921,11514,2948
2023-11-09,25723,4931,6617,11342,2833
2023-11-10,26555,5190,6907,11454,3004
2023-11-11,28960,5859,7712,12053,3336
2023-11-12,29369,6011,7869,12096,3393
2023-11-13,28687,5760,7573,12042,3312
2023-11-14,27512,5431,7113,11753,3215
2023-11-15,26343,5258,6638,11443,3004
2023-11-16,25250,4970,6211,11114,2955
2023-11-17,26063,5267,6462,11279,3055
2023-11-18,27721,5647,7059,11721,3294
2023-11-19,28273,5793,7240,11915,3325
2023-11-20,27286,5440,6917,11693,3236
2023-11-21,26716,5254,6804,11508,3150
2023-11-22,26752,5376,6849,11420,3107
2023-11-23,26527,5374,6804,11283,3066
2023-11-24,27340,5682,7005,11453,3200
2023-11-25,29275,6242,7588,12019,3426
2023-11-26,30128,6444,7989,12141,3554
2023-11-27,29952,6266,8000,12131,3555
2023-11-28,29316,6144,7711,11971,3490
2023-11-29,29439,6191,7746,12041,3461
2023-11-30,29360,6214,7654,11969,3523
2023-12-01,29938,6285,7877,12122,3654
2023-12-02,31756,6865,8498,12559,3834
2023-12-03,32417,7078,8691,12687,3961
2023-12-04,31555,6783,8468,12473,3831
2023-12-05,30779,6501,8189,12285,3804
2023-12-06,28939,6114,7576,11679,3570
2023-12-07,28089,5762,7223,11579,3525
2023-12-08,28777,5974,7542,11660,3601
2023-12-09,30146,6371,7942,12056,3777
2023-12-10,30845,6576,8222,12164,3883
2023-12-11,29334,6097,7682,11835,3720
2023-12-12,27850,5625,7203,11461,3561
2023-12-13,27457,5416,7098,11378,3565
2023-12-14,27628,5370,7264,11480,3514
2023-12-15,28730,5733,7714,11786,3497
2023-12-16,30897,6446,8582,12188,3681
2023-12-17,31566,6590,8764,12439,3773
2023-12-18,31252,6521,8529,12513,3689
2023-12-19,29253,6082,7858,11789,3524
2023-12-20,29339,5951,7899,11966,3523
2023-12-21,29323,5801,7876,12017,3629
2023-12-22,31141,6172,8476,12650,3843
2023-12-23,33168,6823,9216,13106,4023
2023-12-24,34643,7236,9682,13557,4168
2023-12-25,33036,6861,9079,13175,3921
2023-12-26,33157,6781,9096,13191,4089
2023-12-27,32309,6515,8870,12884,4040
2023-12-28,32398,6426,8959,12957,4056
2023-12-29,31997,6227,8903,12885,3982
2023-12-30,33930,6877,9535,13327,4191
2023-12-31,35526,7331,10149,13737,4309
2024-01-01,32746,6506,9182,13023,4035
2024-01-02,31875,6267,8882,12765,3961
2024-01-03,29839,5867,8180,12104,3688
2024-01-04,28129,5391,7584,11672,3482
2024-01-05,26838,5040,7292,11190,3316
2024-01-06,28193,5407,7909,11509,3368
2024-01-07,28294,5449,7966,11535,3344
2024-01-08,26559,4970,7323,11116,3150
2024-01-09,25190,4631,6865,10637,3057
2024-01-10,23935,4311,6472,10199,2953
2024-01-11,22905,4212,6097,9730,2866
2024-01-12,22747,4363,6079,9634,2671
2024-01-13,24452,4945,6623,9979,2905
2024-01-14,24650,4937,6687,10088,2938
2024-01-15,23623,4772,6299,9732,2820
2024-01-16,23227,4696,6150,9591,2790
2024-01-17,22415,4662,5771,9346,2636
2024-01-18,21712,4490,5623,9127,2472
2024-01-19,22360,4653,5823,9360,2524
2024-01-20,25414,5466,6811,10283,2854
2024-01-21,26193,5740,7036,10455,2962
2024-01-22,24929,5364,6600,10174,2791
2024-01-23,23911,5195,6223,9877,2616
2024-01-24,23471,5036,6150,9772,2513
2024-01-25,23124,4921,6033,9738,2432
2024-01-26,23531,4915,6180,9975,2461
2024-01-27,26510,5665,7228,10796,2821
2024-01-28,27629,5906,7575,11200,2948
2024-01-29,26993,5577,7451,11090,2875
2024-01-30,26294,5489,7151,10880,2774
2024-01-31,25870,5368,7009,10698,2795
2024-02-01,25358,5343,6762,10522,2731
2024-02-02,25162,5397,6737,10453,2575
2024-02-03,28214,6226,7813,11271,2904
2024-02-04,29024,6515,8066,11426,3017
2024-02-05,27909,6104,7610,11251,2944
2024-02-06,27086,5895,7502,10930,2759
2024-02-07,26879,5875,7379,10925,2700
2024-02-08,26977,5881,7427,10900,2769
2024-02-09,25506,5342,6975,10519,2670
2024-02-10,23550,4688,6342,10036,2484
2024-02-11,22745,4495,6001,9815,2434
2024-02-12,22776,4620,6019,9736,2401
2024-02-13,22222,4500,5898,9436,2388
2024-02-14,21414,4263,5648,9275,2228
2024-02-15,20414,4078,5232,8966,2138
2024-02-16,20333,4075,5170,8981,2107
2024-02-17,22925,4838,5981,9680,2426
2024-02-18,24083,5078,6431,9996,2578
2024-02-19,22541,4701,5946,9560,2334
2024-02-20,21612,4421,5575,9377,2239
2024-02-21,21135,4261,5375,9235,2264
2024-02-22,21163,4258,5485,9214,2206
2024-02-23,22227,4512,5904,9432,2379
2024-02-24,25543,5409,7041,10356,2737
2024-02-25,26980,5784,7546,10759,2891
2024-02-26,27889,6145,7885,10943,2916
2024-02-27,27639,6074,7884,10877,2804
2024-02-28,28664,6334,8239,11136,2955
2024-02-29,29567,6605,8499,11362,3101
2024-03-01,30458,6870,8772,11614,3202
2024-03-02,33551,7623,9879,12557,3492
2024-03-03,34183,7823,10099,12694,3567
2024-03-04,33066,7463,9677,12440,3486
2024-03-05,31366,7010,9086,12054,3216
2024-03-06,30589,6759,8676,11924,3230
2024-03-07,29351,6314,8195,11688,3154
2024-03-08,29018,6156,8116,11598,3148
2024-03-09,31011,6672,8813,12222,3304
2024-03-10,31774,6875,9022,12485,3392
2024-03-11,31099,6689,8693,12313,3404
2024-03-12,30134,6455,8297,12130,3252
2024-03-13,30278,6572,8351,12188,3167
2024-03-14,30257,6375,8385,12242,3255
2024-03-15,29829,6181,8337,12057,3254
2024-03-16,31536,6711,8904,12511,3410
2024-03-17,32477,6971,9240,12768,3498
2024-03-18,31220,6527,8779,12487,3427
2024-03-19,30106,6178,8446,12197,3285
2024-03-20,29725,6142,8274,12021,3288
2024-03-21,28725,5761,7956,11752,3256
2024-03-22,29533,5993,8205,11919,3416
2024-03-23,31391,6478,8842,12520,3551
2024-03-24,32372,6721,9137,12858,3656
2024-03-25,30790,6247,8493,12553,3497
2024-03-26,29653,5963,8142,12197,3351
2024-03-27,29146,5772,8009,12067,3298
2024-03-28,28173,5479,7693,11685,3316
2024-03-29,29642,5886,8232,12038,3486
2024-03-30,31785,6493,8960,12644,3688
2024-03-31,32757,6741,9333,12868,3815
2024-04-01,31225,6199,8821,12533,3672
2024-04-02,30313,5921,8496,12371,3525
2024-04-03,29747,5683,8380,12177,3507
2024-04-04,28813,5439,7946,11971,3457
2024-04-05,29193,5591,8019,12101,3482
2024-04-06,30809,6141,8536,12423,3709
2024-04-07,31152,6152,8718,12538,3744
2024-04-08,30228,5891,8382,12258,3697
2024-04-09,29787,5779,8247,12149,3612
2024-04-10,29425,5643,8255,11999,3528
2024-04-11,28602,5387,8082,11679,3454
2024-04-12,28574,5337,8068,11733,3436
2024-04-13,31273,6187,8961,12424,3701
2024-04-14,31598,6230,9151,12473,3744
2024-04-15,30085,5805,8500,12112,3668
2024-04-16,28355,5185,7868,11731,3571
2024-04-17,27923,4903,7753,11751,3516
2024-04-18,27469,4832,7530,11702,3405
2024-04-19,28307,5224,7788,11765,3530
2024-04-20,30125,5764,8538,12071,3752
2024-04-21,31185,6133,8937,12280,3835
2024-04-22,29484,5659,8373,11768,3684
2024-04-23,27866,5266,7666,11456,3478
2024-04-24,28153,5277,7856,11548,3472
2024-04-25,28707,5479,8137,11657,3434
2024-04-26,29737,5762,8660,11755,3560
2024-04-27,32900,6663,9853,12539,3845
2024-04-28,34618,7096,10545,12920,4057
2024-04-29,34330,7068,10430,12854,3978
2024-04-30,33962,6955,10333,12720,3954
2024-05-01,33019,6774,10005,12383,3857
2024-05-02,32821,6773,9902,12347,3799
2024-05-03,33318,6867,10113,12567,3771
2024-05-04,35926,7606,11065,13193,4062
2024-05-05,35569,7490,11016,13054,4009
2024-05-06,35480,7446,10975,13035,4024
2024-05-07,34768,7140,10702,12940,3986
2024-05-08,34275,6817,10639,12819,4000
2024-05-09,34632,7013,10707,12846,4066
2024-05-10,36126,7530,11213,13102,4281
2024-05-11,38250,8129,11876,13696,4549
2024-05-12,39249,8532,12137,13984,4596
2024-05-13,39455,8611,12190,14065,4589
2024-05-14,39762,8711,12240,14184,4627
2024-05-15,39328,8592,12190,14004,4542
2024-05-16,38312,8362,11884,13736,4330
2024-05-17,39308,8715,12324,13877,4392
2024-05-18,41204,9316,13012,14297,4579
2024-05-19,42501,9697,13456,14622,4726
2024-05-20,41018,9277,13002,14186,4553
2024-05-21,40104,9035,12796,13795,4478
2024-05-22,39970,9022,12679,13807,4462
2024-05-23,39844,8905,12650,13852,4437
2024-05-24,40638,9224,12958,13973,4483
2024-05-25,42616,9743,13619,14521,4733
2024-05-26,43907,10080,14125,14876,4826
2024-05-27,43924,10042,14245,14891,4746
2024-05-28,44472,10236,14291,15107,4838
2024-05-29,44394,10176,14271,15066,4881
2024-05-30,45174,10387,14564,15357,4866
2024-05-31,47134,10884,15200,15968,5082
2024-06-01,48649,11404,15741,16292,5212
2024-06-02,49271,11562,16076,16382,5251
2024-06-03,48289,11200,15872,16079,5138
2024-06-04,47613,10982,15657,15897,5077
2024-06-05,47362,11057,15547,15788,4970
2024-06-06,47246,11009,15556,15688,4993
2024-06-07,48395,11357,16114,15796,5128
2024-06-08,50399,11950,16822,16278,5349
2024-06-09,50948,12052,17025,16481,5390
2024-06-10,50234,11859,16715,16455,5205
2024-06-11,49316,11693,16463,16004,5156
2024-06-12,48458,11564,16139,15747,5008
2024-06-13,48410,11640,15927,15857,4986
2024-06-14,50279,12115,16580,16261,5323
2024-06-15,52385,12761,17334,16759,5531
2024-06-16,53408,13084,17657,17034,5633
2024-06-17,52562,12938,17378,16768,5478
2024-06-18,50776,12551,16690,16264,5271
2024-06-19,49336,12100,16159,15920,5157
2024-06-20,48550,11742,15977,15788,5043
2024-06-21,47811,11422,15833,15603,4953
2024-06-22,48832,11764,16231,15827,5010
2024-06-23,49954,12095,16570,16119,5170
2024-06-24,47916,11635,15901,15507,4873
2024-06-25,46033,11144,15261,15018,4610
2024-06-26,45199,10913,15123,14639,4524
2024-06-27,44436,10689,14790,14488,4469
2024-06-28,44410,10681,14870,14415,4444
2024-06-29,45457,11051,15243,14565,4598
2024-06-30,46227,11254,15514,14800,4659
2024-07-01,44407,10711,14943,14306,4447
2024-07-02,42472,10263,14211,13745,4253
2024-07-03,41290,9873,13975,13313,4129
2024-07-04,40173,9457,13708,13020,3988
2024-07-05,39979,9397,13741,12917,3924
2024-07-06,42356,10159,14524,13572,4101
2024-07-07,42696,10259,14673,13619,4145
2024-07-08,41768,10041,14323,13304,4100
2024-07-09,41265,9989,14123,13077,4076
2024-07-10,40300,9711,13807,12782,4000
2024-07-11,38785,9189,13362,12373,3861
2024-07-12,39213,9233,13595,12447,3938
2024-07-13,41389,9850,14341,12990,4208
2024-07-14,41877,9985,14497,13149,4246
2024-07-15,40529,9467,14104,12755,4203
2024-07-16,39785,9182,13861,12626,4116
2024-07-17,39002,8929,13472,12552,4049
2024-07-18,38129,8703,13067,12416,3943
2024-07-19,38432,8760,13051,12555,4066
2024-07-20,39627,9187,13487,12779,4174
2024-07-21,40469,9301,13869,13019,4280
2024-07-22,38806,8736,13400,12535,4135
2024-07-23,37493,8253,13067,12250,3923
2024-07-24,37048,8155,13008,12057,3828
2024-07-25,36521,8086,12741,11885,3809
2024-07-26,35843,7934,12587,11684,3638
2024-07-27,37050,8261,13025,11982,3782
2024-07-28,37989,8461,13392,12241,3895
2024-07-29,36490,8095,12979,11753,3663
2024-07-30,35140,7664,12566,11375,3535
2024-07-31,34389,7463,12260,11244,3422
2024-08-01,34066,7394,12161,11144,3367
2024-08-02,33668,7355,11913,11092,3308
2024-08-03,35101,7847,12439,11430,3385
2024-08-04,35681,8028,12669,11572,3412
2024-08-05,34002,7545,12100,11143,3214
2024-08-06,32529,7140,11511,10822,3056
2024-08-07,30772,6682,11007,10298,2785
2024-08-08,29483,6257,10572,9960,2694
2024-08-09,28657,6053,10378,9735,2491
2024-08-10,30710,6778,11040,10208,2684
2024-08-11,31145,7040,11167,10269,2669
2024-08-12,29270,6358,10642,9831,2439
2024-08-13,28977,6379,10508,9754,2336
2024-08-14,27915,6050,10066,9575,2224
2024-08-15,28969,6320,10370,9934,2345
2024-08-16,29159,6423,10386,9842,2508
2024-08-17,32130,7352,11324,10616,2838
2024-08-18,33161,7652,11638,10902,2969
2024-08-19,31138,7018,10901,10462,2757
2024-08-20,29349,6547,10263,9927,2612
2024-08-21,27810,6172,9775,9519,2344
2024-08-22,27052,6044,9441,9244,2323
2024-08-23,26637,6014,9172,9079,2372
2024-08-24,28856,6699,9979,9521,2657
2024-08-25,30136,7133,10420,9762,2821
2024-08-26,29443,6841,10102,9648,2852
2024-08-27,28835,6763,9748,9588,2736
2024-08-28,28377,6470,9670,9393,2844
2024-08-29,28192,6414,9493,9351,2934
2024-08-30,29028,6616,9757,9608,3047
2024-08-31,31701,7473,10690,10227,3311
2024-09-01,32588,7706,10979,10484,3419
2024-09-02,31510,7401,10669,10144,3296
2024-09-03,30911,7144,10424,10034,3309
2024-09-04,30571,7052,10234,9976,3309
2024-09-05,30192,6955,10020,9956,3261
2024-09-06,31332,7299,10403,10211,3419
